Data	Codice articolo	Prezzo	Qta	Ref operazione
17/07/15	576278	4,95	-1	0001/0027/6759/2
17/07/15	576279	4,95	1	0010/0087/9823/2
17/07/15	576279	4,95	1	0010/0087/9848/4
17/07/15	576288	24,95	1	0010/0087/9824/1
17/07/15	576302	19,95	1	0007/0104/887/4/PR268246_1         0
17/07/15	576314	4,95	1	0010/0087/9848/3
17/07/15	577350	1,55	1	0007/0104/959/1
17/07/15	577651	10,00	1	0011/0109/3868/2
17/07/15	577698	10,00	1	0011/0109/3881/1
17/07/15	577706	10,00	1	0011/0109/3868/1
17/07/15	577865	10,00	1	0011/0109/3857/2
17/07/15	577876	10,00	1	0010/0087/9827/1
17/07/15	578092	14,95	1	0007/0104/931/1
17/07/15	578393	2,95	1	0008/0017/4250/3
17/07/15	578394	2,95	1	0007/0104/941/2
17/07/15	578960	25,95	1	0007/0104/964/27
17/07/15	579226	5,95	1	0007/0104/878/1
17/07/15	579226	5,95	1	0010/0087/9856/19
17/07/15	582402	9,95	1	0007/0104/989/5
17/07/15	582421	12,95	1	0007/0104/887/3
17/07/15	582558	1,35	1	0007/0104/865/3
17/07/15	583454	1,95	1	0007/0104/917/1
17/07/15	583454	1,95	1	0011/0109/3791/5
17/07/15	583454	1,95	1	0007/0104/941/4
17/07/15	583454	1,95	1	0010/0087/9838/3
17/07/15	583454	1,95	1	0008/0017/4256/16
17/07/15	583454	1,95	1	0011/0109/3881/11
17/07/15	584121	11,95	1	0010/0087/9833/3
17/07/15	584825	4,32	1	0011/0109/3836/2/PR181412_1         0
17/07/15	585130	9,95	1	0010/0087/9852/1
17/07/15	585576	15,45	1	0007/0104/885/1
17/07/15	585872	14,95	1	0007/0104/889/3
17/07/15	585873	14,95	1	0007/0104/889/2
17/07/15	585889	14,45	1	0008/0017/4198/1
17/07/15	586029	39,95	1	0008/0017/4229/1
17/07/15	586038	39,95	1	0007/0104/977/2
17/07/15	587078	9,95	1	0009/0105/7778/7
17/07/15	587623	32,45	1	0008/0017/4250/8/MD 1               0
17/07/15	587728	17,95	1	0008/0017/4240/2
17/07/15	587783	34,95	1	0007/0104/917/3
17/07/15	588147	32,45	1	0008/0017/4250/7/MD 1               0
17/07/15	588632	9,95	1	0008/0017/4174/3
17/07/15	588632	9,95	1	0008/0017/4265/3
17/07/15	589061	15,95	1	0010/0087/9826/2
17/07/15	589083	15,95	1	0007/0104/962/3
17/07/15	589284	19,95	1	0011/0109/3801/4
17/07/15	589284	19,95	1	0011/0109/3834/9
17/07/15	589293	19,95	1	0010/0087/9826/4
17/07/15	589293	19,95	1	0010/0087/9826/3
17/07/15	589579	7,95	-1	0001/0027/6741/2
17/07/15	589580	7,95	1	0006/0017/6345/2/PR194208_1         0
17/07/15	589580	7,95	1	0007/0104/960/22/PR194208_1         0
17/07/15	589915	15,45	1	0008/0017/4218/2
17/07/15	591372	1,95	1	0011/0109/3785/10
17/07/15	591372	1,95	-1	0001/0027/6759/1
17/07/15	591372	1,95	1	0011/0109/3875/1
17/07/15	591374	1,95	1	0011/0109/3785/8
17/07/15	591374	1,95	1	0011/0109/3785/7
17/07/15	591374	1,95	1	0007/0104/946/6
17/07/15	591374	1,95	1	0007/0104/948/5
17/07/15	591375	1,95	1	0008/0017/4220/2
17/07/15	591375	1,95	1	0010/0087/9823/1
17/07/15	591375	1,95	1	0010/0087/9846/1
17/07/15	591375	1,95	1	0008/0017/4259/4
17/07/15	591375	1,95	1	0008/0017/4259/5
17/07/15	591375	1,95	1	0008/0017/4259/3
17/07/15	591375	1,95	1	0008/0017/4259/7
17/07/15	591379	1,95	1	0007/0104/949/1
17/07/15	591545	17,95	1	0011/0109/3815/5
17/07/15	591596	24,95	1	0008/0017/4230/5
17/07/15	591857	25,45	1	0007/0104/886/1
17/07/15	591881	15,45	1	0011/0109/3816/3
17/07/15	592077	24,95	1	0007/0104/948/1
17/07/15	592508	1,95	1	0011/0109/3785/9
17/07/15	592514	1,95	1	0008/0017/4180/6
17/07/15	592514	1,95	1	0010/0087/9835/7
17/07/15	592514	1,95	1	0008/0017/4260/1
17/07/15	592516	1,95	1	0007/0104/885/3
17/07/15	592645	19,95	1	0008/0017/4209/1
17/07/15	592659	29,95	1	0008/0017/4237/4
17/07/15	594104	12,95	1	0011/0109/3883/2
17/07/15	595360	0,95	1	0010/0087/9867/3
17/07/15	595361	0,95	2	0011/0109/3784/9
17/07/15	596615	9,95	1	0008/0017/4187/3
17/07/15	596615	9,95	1	0008/0017/4187/4
17/07/15	596617	9,95	1	0007/0104/913/2
17/07/15	596627	9,95	1	0011/0109/3869/1
17/07/15	599315	9,95	1	0007/0104/932/3/PR194208_1         0
17/07/15	599316	7,95	-1	0001/0027/6741/1
17/07/15	599318	7,95	1	0006/0017/6345/1/PR194208_1         0
17/07/15	599335	9,95	1	0011/0109/3800/3/MD 3               0
17/07/15	599397	15,95	1	0011/0109/3802/6
17/07/15	599969	6,95	1	0007/0104/911/2
17/07/15	600115	4,00	1	0006/0087/6355/9
17/07/15	600697	12,95	1	0007/0104/916/4
17/07/15	600777	9,95	1	0007/0104/911/1
17/07/15	600782	9,95	1	0010/0087/9836/4
17/07/15	601105	5,95	1	0011/0109/3881/15
17/07/15	601396	7,95	1	0007/0104/960/7/PR194209_1         0
17/07/15	601432	7,95	1	0007/0104/960/6/PR194209_1         0
17/07/15	601709	7,95	1	0010/0087/9856/9
17/07/15	602110	9,95	1	0007/0104/960/9
17/07/15	602120	9,95	1	0008/0017/4256/1
17/07/15	602352	24,95	1	0008/0017/4230/2
17/07/15	602352	24,95	1	0011/0109/3874/1
17/07/15	603503	20,45	1	0007/0104/855/4
17/07/15	604795	7,95	1	0007/0104/850/1
17/07/15	605342	25,45	1	0008/0017/4213/1
17/07/15	606224	9,95	1	0007/0104/946/2
17/07/15	607856	16,45	1	0011/0109/3821/1
17/07/15	607895	15,45	1	0008/0017/4199/2
17/07/15	608142	30,95	1	0002/0027/1341/1
17/07/15	608623	5,95	1	0008/0017/4238/1
17/07/15	608628	5,95	1	0008/0017/4188/2
17/07/15	608628	5,95	1	0011/0109/3837/4
17/07/15	608628	5,95	1	0008/0017/4238/2
17/07/15	608629	5,95	1	0011/0109/3837/3
17/07/15	608647	6,95	1	0007/0104/981/1
17/07/15	610415	2,95	1	0011/0109/3871/2
17/07/15	610468	8,95	1	0007/0104/964/5
17/07/15	610715	7,95	1	0007/0104/934/2
17/07/15	610760	12,95	1	0011/0109/3859/1
17/07/15	610803	3,95	1	0010/0087/9858/1
17/07/15	610810	12,95	1	0010/0087/9822/1
17/07/15	610956	12,95	1	0010/0087/9854/5
17/07/15	611299	6,95	1	0011/0109/3785/15
17/07/15	611773	3,95	1	0008/0017/4256/14
17/07/15	611789	7,95	1	0008/0017/4256/17
17/07/15	611796	7,95	1	0010/0087/9854/7
17/07/15	612008	6,95	1	0008/0017/4256/2
17/07/15	612106	9,95	1	0010/0087/9854/6
17/07/15	612152	6,95	1	0008/0017/4256/3
17/07/15	618050	9,95	1	0007/0104/932/7
17/07/15	618050	9,95	1	0007/0104/932/9
17/07/15	618052	6,95	1	0007/0104/932/8
17/07/15	618169	9,95	1	0007/0104/956/6
17/07/15	627836	10,00	1	0010/0087/9856/25
17/07/15	628026	45,95	1	0007/0104/926/1
17/07/15	629752	9,95	1	0011/0109/3795/2
17/07/15	629954	20,45	1	0007/0104/993/3
17/07/15	630053	9,95	1	0008/0017/4227/4
17/07/15	630138	15,45	1	0007/0104/993/8
17/07/15	630162	15,45	1	0008/0017/4227/3
17/07/15	630189	15,45	1	0007/0104/993/9
17/07/15	630196	1,20	1	0010/0087/9827/5
17/07/15	630196	1,20	1	0009/0105/7783/1
17/07/15	630200	1,20	1	0008/0017/4174/2
17/07/15	630239	1,20	1	0008/0017/4174/1
17/07/15	630322	2,95	1	0008/0017/4169/2
17/07/15	630322	2,95	1	0011/0109/3807/1
17/07/15	630328	2,95	1	0011/0109/3807/7
17/07/15	630328	2,95	1	0011/0109/3846/1
17/07/15	630337	2,95	1	0011/0109/3807/3
17/07/15	630343	2,95	1	0011/0109/3807/2
17/07/15	630343	2,95	1	0007/0104/960/5
17/07/15	631076	9,95	1	0008/0017/4170/2
17/07/15	631178	2,95	1	0008/0017/4221/1
17/07/15	631264	2,95	1	0008/0017/4245/6
17/07/15	631273	2,95	1	0008/0017/4212/2
17/07/15	631314	2,95	1	0008/0017/4212/1
17/07/15	631335	2,95	1	0008/0017/4245/13
17/07/15	631366	20,45	-1	0001/0027/6765/1
17/07/15	631395	8,95	1	0008/0017/4251/3
17/07/15	631415	8,95	1	0011/0109/3873/6
17/07/15	632296	12,95	1	0008/0017/4248/2
17/07/15	632393	12,95	1	0011/0109/3793/1
17/07/15	632453	15,45	1	0011/0109/3881/24
17/07/15	632504	4,95	1	0011/0109/3881/22
17/07/15	632538	4,95	1	0011/0109/3881/16
17/07/15	632645	15,45	1	0011/0109/3824/1
17/07/15	632658	15,45	1	0007/0104/972/2
17/07/15	632912	9,95	1	0011/0109/3881/14
17/07/15	633110	39,95	1	0007/0104/914/3
17/07/15	633335	7,95	1	0011/0109/3881/25
17/07/15	633347	7,95	1	0011/0109/3824/3
17/07/15	633347	7,95	1	0010/0087/9842/4
17/07/15	633463	69,95	1	0006/0017/6349/1
17/07/15	633640	7,95	1	0008/0017/4251/2
17/07/15	633663	9,95	1	0008/0017/4190/4
17/07/15	633861	25,45	1	0011/0109/3814/2
17/07/15	633867	25,45	1	0011/0109/3859/2
17/07/15	636737	9,95	1	0007/0104/917/2
17/07/15	636737	9,95	1	0010/0087/9835/5
17/07/15	636739	9,95	1	0008/0017/4224/2
17/07/15	636764	39,95	1	0007/0104/932/4
17/07/15	639896	15,45	1	0011/0109/3854/3
17/07/15	641651	15,45	1	0007/0104/922/2
17/07/15	642079	6,95	1	0011/0109/3845/4
17/07/15	643098	3,95	1	0010/0087/9829/15
17/07/15	643327	20,45	1	0011/0109/3813/3
17/07/15	643359	30,95	1	0008/0017/4199/3
17/07/15	643742	49,95	1	0007/0104/881/3
17/07/15	643765	49,95	1	0007/0104/861/1
17/07/15	644291	4,47	1	0008/0017/4245/14/PR265267_1         0
17/07/15	644309	4,95	1	0007/0104/923/3
17/07/15	644309	4,95	1	0008/0017/4233/2
17/07/15	644309	4,95	1	0010/0087/9847/6
17/07/15	644321	4,47	1	0008/0017/4245/11/PR265267_1         0
17/07/15	644332	4,48	1	0008/0017/4188/7/PR265267_1         0
17/07/15	644336	4,47	1	0008/0017/4260/6/PR265267_1         0
17/07/15	644337	4,47	1	0011/0109/3881/20/PR265267_1         0
17/07/15	644348	4,48	1	0008/0017/4245/7/PR265267_1         0
17/07/15	644355	4,95	1	0011/0109/3881/19
17/07/15	644356	4,95	1	0007/0104/923/2
17/07/15	644356	4,95	-1	0001/0027/6754/1
17/07/15	644356	4,95	1	0010/0087/9827/14
17/07/15	644356	4,95	1	0010/0087/9847/7
17/07/15	644418	4,48	1	0008/0017/4245/12/PR265267_1         0
17/07/15	644475	4,95	1	0011/0109/3881/17
17/07/15	644499	4,47	1	0008/0017/4188/8/PR265267_1         0
17/07/15	644505	4,48	1	0008/0017/4260/5/PR265267_1         0
17/07/15	644505	4,48	1	0011/0109/3881/18/PR265267_1         0
17/07/15	644634	1,95	1	0010/0087/9827/3
17/07/15	644778	19,95	1	0008/0017/4263/5
17/07/15	645344	1,95	1	0010/0087/9853/6
17/07/15	645345	1,95	1	0008/0017/4204/8
17/07/15	645345	1,95	1	0008/0017/4257/6
17/07/15	645346	1,95	1	0008/0017/4256/7
17/07/15	645360	1,95	1	0007/0104/968/1
17/07/15	645372	9,95	1	0007/0104/973/1
17/07/15	645395	4,45	1	0007/0104/916/7/PR190742_1         0
17/07/15	645396	4,95	1	0011/0109/3813/1
17/07/15	645413	4,95	1	0006/0087/6355/18
17/07/15	645458	4,95	1	0007/0104/846/5
17/07/15	645977	5,95	1	0007/0104/874/1/MD 1               0
17/07/15	645977	7,95	1	0010/0087/9829/17
17/07/15	646059	4,95	1	0011/0109/3873/5
17/07/15	646352	25,45	1	0010/0087/9856/23
17/07/15	646624	4,95	1	0011/0109/3788/2
17/07/15	646624	4,95	1	0011/0109/3883/3
17/07/15	646637	4,95	1	0011/0109/3804/1
17/07/15	646637	4,95	1	0007/0104/965/3
17/07/15	646695	4,95	1	0011/0109/3846/2
17/07/15	646756	4,95	1	0007/0104/965/4
17/07/15	646767	4,95	1	0008/0017/4230/3
17/07/15	646938	4,95	1	0011/0109/3852/5
17/07/15	648670	1,95	1	0010/0087/9837/2
17/07/15	648671	1,95	1	0008/0017/4204/6
17/07/15	648807	2,45	1	0008/0017/4257/7
17/07/15	648807	2,45	1	0010/0087/9856/16
17/07/15	649850	9,95	1	0011/0109/3785/4
17/07/15	649850	9,95	1	0008/0017/4243/1/MD 3               0
17/07/15	649870	15,45	1	0008/0017/4243/9/MD 3               0
17/07/15	649870	15,45	1	0008/0017/4243/11/MD 3               0
17/07/15	649938	28,45	1	0010/0087/9835/4
17/07/15	649938	28,45	1	0010/0087/9856/18
17/07/15	650162	4,95	1	0007/0104/960/17
17/07/15	650737	7,95	1	0009/0105/7776/1
17/07/15	650739	7,95	1	0007/0104/862/4
17/07/15	651180	6,95	1	0011/0109/3785/16
17/07/15	652628	6,00	1	0008/0017/4207/5000/NEWTON
17/07/15	652628	6,00	1	0003/0025/694/1000/NEWTON
17/07/15	653748	19,95	1	0007/0104/960/23
17/07/15	653748	19,95	1	0007/0104/960/24
17/07/15	653853	4,95	1	0011/0109/3822/1
17/07/15	656832	15,45	1	0008/0017/4204/2
17/07/15	657325	5,95	1	0011/0109/3865/3
17/07/15	657341	5,95	1	0010/0087/9829/16
17/07/15	658419	2,95	1	0008/0017/4201/2
17/07/15	658665	9,95	1	0008/0017/4215/6
17/07/15	663663	9,95	1	0010/0087/9827/13
17/07/15	664133	25,45	1	0011/0109/3859/4
17/07/15	664605	5,18	1	0007/0104/892/2/PR227026_1         0
17/07/15	664839	25,45	1	0011/0109/3852/4
17/07/15	665533	2,95	1	0010/0087/9829/11
17/07/15	665533	2,95	1	0010/0087/9829/12
17/07/15	665925	12,95	1	0007/0104/981/3
17/07/15	665956	12,95	1	0008/0017/4210/4
17/07/15	665965	8,95	1	0008/0017/4210/3
17/07/15	665970	8,95	1	0008/0017/4210/2
17/07/15	665975	7,95	1	0008/0017/4188/1
17/07/15	665980	7,95	1	0008/0017/4173/5
17/07/15	666156	3,95	1	0011/0109/3840/4
17/07/15	666366	7,95	1	0011/0109/3802/1
17/07/15	666378	7,95	1	0011/0109/3846/4
17/07/15	666434	12,95	1	0010/0087/9825/1
17/07/15	666454	12,95	1	0008/0017/4248/1
17/07/15	666462	12,95	1	0008/0017/4191/3
17/07/15	666465	12,95	1	0007/0104/903/1
17/07/15	666470	12,95	-1	0001/0027/6750/2
17/07/15	666552	7,95	-1	0001/0027/6750/1
17/07/15	666574	7,95	1	0008/0017/4191/2
17/07/15	666574	7,95	1	0010/0087/9836/1
17/07/15	666625	7,95	1	0011/0109/3800/1/MD 3               0
17/07/15	666626	7,95	1	0007/0104/922/6
17/07/15	667341	11,95	1	0010/0087/9832/7
17/07/15	667890	4,50	1	0008/0017/4203/1
17/07/15	668465	91,95	1	0007/0104/974/1
17/07/15	668652	15,45	1	0008/0017/4204/1
17/07/15	670897	6,95	1	0007/0104/981/2
17/07/15	672058	10,00	1	0007/0104/922/4
17/07/15	672828	7,95	1	0009/0105/7776/4
17/07/15	677940	7,95	1	0008/0017/4203/4
17/07/15	677953	9,95	1	0007/0104/882/4
17/07/15	678288	12,95	1	0011/0109/3839/3
17/07/15	678881	1,45	1	0011/0109/3783/2
17/07/15	678881	1,45	1	0008/0017/4245/2
17/07/15	678881	1,45	1	0008/0017/4245/3
17/07/15	678881	1,45	1	0007/0104/979/2
17/07/15	678881	1,45	1	0009/0105/7783/3
17/07/15	678881	1,45	1	0009/0105/7783/2
17/07/15	680313	3,95	1	0007/0104/964/11
17/07/15	680320	3,95	1	0007/0104/964/10
17/07/15	680347	7,95	1	0007/0104/964/19
17/07/15	680347	7,95	1	0007/0104/964/20
17/07/15	682963	3,95	1	0010/0087/9832/3
17/07/15	682965	4,95	1	0008/0017/4207/2
17/07/15	682972	4,95	1	0011/0109/3807/8
17/07/15	682980	6,95	1	0007/0104/932/10
17/07/15	687386	12,95	1	0010/0087/9858/4
17/07/15	687399	9,95	1	0010/0087/9858/3
17/07/15	687461	30,95	1	0011/0109/3788/1
17/07/15	687820	50,95	-1	0001/0027/6761/2
17/07/15	687820	50,95	1	0011/0109/3848/1
17/07/15	688354	9,95	1	0011/0109/3854/5
17/07/15	689229	3,95	1	0008/0017/4184/3
17/07/15	689229	3,95	1	0008/0017/4256/9
17/07/15	691806	3,95	1	0010/0087/9853/15
17/07/15	691905	6,95	1	0008/0017/4210/5
17/07/15	691905	6,95	1	0008/0017/4210/6
17/07/15	691955	19,95	1	0011/0109/3815/1
17/07/15	691955	19,95	1	0010/0087/9829/13
17/07/15	691984	14,95	1	0007/0104/960/18
17/07/15	691984	14,95	1	0007/0104/960/19
17/07/15	692308	5,45	1	0007/0104/991/2
17/07/15	692316	12,95	1	0007/0104/993/4
17/07/15	692688	29,95	1	0007/0104/976/1
17/07/15	692729	20,45	1	0008/0017/4194/1
17/07/15	692729	14,97	1	0008/0017/4217/2/PR244002_1         0
17/07/15	692753	2,95	1	0011/0109/3860/1
17/07/15	693234	3,95	1	0008/0017/4196/1
17/07/15	693420	3,95	1	0007/0104/852/1
17/07/15	693420	3,95	1	0007/0104/905/7
17/07/15	693420	3,45	1	0007/0104/962/1/PR264203_2         0
17/07/15	693426	3,45	1	0007/0104/962/2/PR264203_2         0
17/07/15	693428	3,95	1	0007/0104/991/3
17/07/15	694122	4,95	1	0011/0109/3807/6
17/07/15	694122	3,97	1	0011/0109/3881/30/PR264182_1         0
17/07/15	695840	19,95	1	0008/0017/4226/6
17/07/15	695875	24,95	1	0008/0017/4226/5
17/07/15	696140	0,75	1	0007/0104/879/2
17/07/15	696140	0,75	1	0011/0109/3801/1
17/07/15	696140	0,75	1	0007/0104/979/5
17/07/15	696156	1,45	1	0011/0109/3807/10
17/07/15	696160	2,45	1	0010/0087/9828/2
17/07/15	696287	40,95	1	0008/0017/4184/2
17/07/15	696321	30,95	1	0008/0017/4184/4
17/07/15	696349	2,45	1	0008/0017/4190/7
17/07/15	696349	2,45	1	0011/0109/3852/1
17/07/15	696349	2,45	1	0007/0104/989/3
17/07/15	696349	2,45	1	0008/0017/4256/12
17/07/15	696349	2,45	1	0008/0017/4256/11
17/07/15	696349	2,45	1	0008/0017/4256/13
17/07/15	696349	2,45	1	0011/0109/3881/28
17/07/15	696389	2,45	1	0008/0017/4187/2
17/07/15	696389	2,45	1	0008/0017/4190/3
17/07/15	696389	2,45	1	0007/0104/989/1
17/07/15	696389	2,45	1	0011/0109/3881/27
17/07/15	696646	4,95	1	0007/0104/879/1
17/07/15	696646	4,95	1	0006/0087/6355/10
17/07/15	696650	1,95	1	0007/0104/846/6
17/07/15	696650	1,95	1	0007/0104/846/4
17/07/15	696654	4,95	1	0011/0109/3799/1
17/07/15	696654	4,48	1	0007/0104/979/3/PR265116_1         0
17/07/15	696654	4,95	1	0007/0104/984/2
17/07/15	696659	4,95	1	0007/0104/865/5
17/07/15	696672	12,95	1	0008/0017/4188/3
17/07/15	696729	17,45	1	0008/0017/4245/9
17/07/15	698829	11,95	1	0008/0017/4224/1
17/07/15	699393	4,95	1	0009/0105/7781/1
17/07/15	699434	6,95	1	0007/0104/951/1
17/07/15	699597	4,95	1	0010/0087/9853/17
17/07/15	699597	4,95	1	0010/0087/9853/16
17/07/15	699597	4,95	1	0011/0109/3883/8
17/07/15	700572	20,45	1	0007/0104/900/3
17/07/15	700695	35,95	1	0008/0017/4256/15
17/07/15	702381	5,95	1	0007/0104/855/1
17/07/15	702403	5,95	1	0007/0104/904/2
17/07/15	703648	15,45	1	0010/0087/9842/3
17/07/15	703893	15,45	1	0010/0087/9851/2
17/07/15	703926	15,45	1	0010/0087/9851/1
17/07/15	704368	12,95	1	0007/0104/991/4
17/07/15	705870	3,95	1	0006/0087/6355/16
17/07/15	707054	15,45	1	0008/0017/4170/1
17/07/15	709530	12,95	1	0008/0017/4170/4
17/07/15	709534	12,95	1	0007/0104/922/5
17/07/15	711913	20,45	1	0011/0109/3786/1
17/07/15	712811	14,95	1	0007/0104/947/1
17/07/15	713896	5,45	1	0010/0087/9850/3
17/07/15	721174	6,45	1	0011/0109/3826/2
17/07/15	721293	0,75	1	0010/0087/9835/6
17/07/15	721301	0,75	1	0010/0087/9856/14
17/07/15	721366	1,35	1	0008/0017/4230/12
17/07/15	721366	1,35	1	0008/0017/4230/13
17/07/15	721366	1,35	1	0010/0087/9853/9
17/07/15	721366	1,35	1	0010/0087/9853/14
17/07/15	722267	1,05	1	0010/0087/9853/12
17/07/15	722267	1,05	1	0010/0087/9853/13
17/07/15	728066	2,95	1	0008/0017/4247/2
17/07/15	729900	35,95	1	0011/0109/3866/1
17/07/15	730539	20,45	1	0011/0109/3882/2
17/07/15	730955	7,95	1	0008/0017/4203/6
17/07/15	733841	12,45	1	0011/0109/3855/2
17/07/15	743019	2,95	1	0007/0104/846/1
17/07/15	743363	1,95	1	0007/0104/908/1
17/07/15	747428	2,95	1	0011/0109/3861/6
17/07/15	747428	2,95	1	0011/0109/3861/7
17/07/15	752387	9,95	1	0011/0109/3854/1
17/07/15	752466	9,95	1	0010/0087/9853/5
17/07/15	752474	9,95	1	0010/0087/9836/2
17/07/15	752482	9,95	1	0010/0087/9853/7
17/07/15	752484	9,95	1	0010/0087/9836/3
17/07/15	753886	49,95	1	0007/0104/869/4
17/07/15	756826	4,95	1	0011/0109/3799/2
17/07/15	759452	14,95	1	0010/0087/9827/2
17/07/15	760531	12,95	1	0008/0017/4215/5
17/07/15	760723	9,95	1	0011/0109/3790/2
17/07/15	764906	5,95	1	0006/0087/6356/2
17/07/15	764926	20,45	1	0010/0087/9865/1
17/07/15	767657	2,50	-1	0001/0027/6755/8
17/07/15	767657	2,50	1	0007/0104/946/1
17/07/15	767657	2,50	1	0007/0104/946/7
17/07/15	767673	2,50	1	0007/0104/876/2
17/07/15	767673	2,50	-1	0001/0027/6755/11
17/07/15	767673	2,50	-1	0001/0027/6755/13
17/07/15	767673	2,50	-1	0001/0027/6755/16
17/07/15	767673	2,50	-1	0001/0027/6755/12
17/07/15	767673	2,50	-1	0001/0027/6755/15
17/07/15	767681	2,50	-1	0001/0027/6755/14
17/07/15	767681	2,50	-1	0001/0027/6755/9
17/07/15	767681	2,50	1	0011/0109/3832/1
17/07/15	767686	2,50	-1	0001/0027/6755/4
17/07/15	767686	2,50	-1	0001/0027/6755/10
17/07/15	767686	2,50	1	0011/0109/3834/3
17/07/15	767686	2,50	1	0011/0109/3834/2
17/07/15	767686	2,50	1	0011/0109/3834/5
17/07/15	767686	2,50	1	0011/0109/3834/6
17/07/15	767686	2,50	1	0011/0109/3834/7
17/07/15	767686	2,50	1	0011/0109/3834/4
17/07/15	767694	2,50	1	0008/0017/4180/2
17/07/15	767694	2,50	1	0008/0017/4180/1
17/07/15	767694	2,50	1	0008/0017/4180/3
17/07/15	767694	2,50	1	0007/0104/964/33
17/07/15	767694	2,50	1	0007/0104/964/32
17/07/15	767694	2,50	1	0007/0104/978/5
17/07/15	767694	2,50	1	0007/0104/978/4
17/07/15	767694	2,50	1	0007/0104/978/7
17/07/15	767694	2,50	1	0007/0104/978/8
17/07/15	767775	2,50	1	0008/0017/4172/3
17/07/15	767791	2,50	1	0008/0017/4244/4
17/07/15	767805	2,50	1	0011/0109/3797/3
17/07/15	767805	2,50	1	0011/0109/3797/4
17/07/15	768103	3,00	1	0008/0017/4203/3
17/07/15	768108	3,32	1	0006/0087/6355/13/PR188505_1         0
17/07/15	774717	6,95	1	0006/0087/6355/5
17/07/15	774722	6,95	1	0010/0087/9847/2
17/07/15	778599	7,95	1	0011/0109/3805/7
17/07/15	779928	9,95	1	0006/0087/6353/5
17/07/15	781862	5,95	1	0007/0104/908/8
17/07/15	781862	5,95	1	0007/0104/908/6
17/07/15	782831	9,95	1	0008/0017/4176/2
17/07/15	791307	3,95	1	0006/0017/6348/2
17/07/15	791307	3,95	1	0007/0104/993/6
17/07/15	791323	19,95	1	0011/0109/3791/4
17/07/15	791329	19,95	1	0007/0104/978/3
17/07/15	791389	14,95	1	0008/0017/4234/1
17/07/15	791395	14,95	1	0008/0017/4241/1
17/07/15	791427	14,95	1	0008/0017/4234/3
17/07/15	791428	14,95	-1	0001/0027/6762/1
17/07/15	791434	14,95	1	0008/0017/4256/4
17/07/15	791442	14,95	1	0008/0017/4234/2
17/07/15	791477	10,00	1	0011/0109/3856/2
17/07/15	791477	10,00	1	0011/0109/3860/5
17/07/15	791485	14,95	1	0007/0104/986/2
17/07/15	791494	14,95	1	0010/0087/9838/2
17/07/15	793654	2,00	2	0011/0109/3882/1
17/07/15	795192	3,95	1	0008/0017/4243/5/MD 3               0
17/07/15	795192	3,95	1	0007/0104/993/5
17/07/15	797183	14,95	1	0010/0087/9836/6
17/07/15	797621	9,95	1	0007/0104/901/3
17/07/15	799852	5,95	1	0007/0104/869/2
17/07/15	801231	9,95	1	0009/0105/7778/2/MD 1               0
17/07/15	801996	23,45	1	0011/0109/3839/4
17/07/15	802403	9,95	1	0010/0087/9822/4
17/07/15	802403	9,95	1	0008/0017/4261/1
17/07/15	803487	15,45	1	0011/0109/3869/2
17/07/15	804974	12,95	1	0011/0109/3840/1
17/07/15	805092	9,95	1	0011/0109/3816/5
17/07/15	806075	12,95	1	0007/0104/863/3
17/07/15	808053	12,95	-1	0001/0027/6739/1
17/07/15	808062	12,95	1	0007/0104/855/3
17/07/15	808083	9,95	1	0009/0105/7778/1/MD 1               0
17/07/15	808087	12,95	1	0007/0104/855/2
17/07/15	808087	9,95	1	0009/0105/7778/3/MD 1               0
17/07/15	809211	30,95	1	0011/0109/3862/1
17/07/15	809245	20,45	1	0011/0109/3862/2
17/07/15	809565	31,95	1	0011/0109/3823/2
17/07/15	810131	15,45	1	0010/0087/9858/5
17/07/15	811856	25,45	1	0011/0109/3817/2
17/07/15	811968	4,45	1	0011/0109/3840/7/PR264457_1         0
17/07/15	811971	4,95	1	0008/0017/4259/10
17/07/15	812010	5,95	1	0010/0087/9847/1
17/07/15	812029	4,45	1	0011/0109/3802/4/PR264457_1         0
17/07/15	812039	4,95	1	0008/0017/4237/3
17/07/15	812724	4,95	1	0010/0087/9858/2
17/07/15	813795	12,95	1	0008/0017/4226/1
17/07/15	813795	12,95	1	0008/0017/4260/2
17/07/15	813797	12,95	1	0011/0109/3793/3
17/07/15	813819	12,95	1	0011/0109/3872/4
17/07/15	813841	12,95	1	0011/0109/3793/2
17/07/15	813850	12,95	1	0007/0104/993/1
17/07/15	813874	12,95	1	0008/0017/4188/4
17/07/15	813891	6,95	1	0008/0017/4239/2
17/07/15	815239	6,95	1	0010/0087/9861/4
17/07/15	815447	4,95	1	0010/0087/9831/4
17/07/15	815579	12,95	1	0007/0104/892/7
17/07/15	816331	4,95	1	0010/0087/9827/11
17/07/15	816354	4,95	1	0007/0104/892/6
17/07/15	816354	4,95	1	0010/0087/9827/10
17/07/15	818246	15,45	1	0010/0087/9856/1
17/07/15	824845	9,95	1	0008/0017/4199/1
17/07/15	828702	2,99	1	0007/0104/929/1
17/07/15	828922	1,80	3	0007/0104/872/4
17/07/15	828922	1,80	1	0007/0104/913/8
17/07/15	828922	1,80	1	0007/0104/913/5
17/07/15	828922	1,80	1	0007/0104/913/6
17/07/15	828922	1,80	1	0007/0104/913/4
17/07/15	837229	4,95	1	0010/0087/9854/3
