Data	Codice articolo	Prezzo	Qta	Ref operazione
17/07/15	837565	9,95	1	0008/0017/4228/1
17/07/15	843003	5,95	1	0008/0017/4230/1
17/07/15	852589	20,45	1	0007/0104/978/13
17/07/15	862276	3,95	1	0008/0017/4246/2
17/07/15	862417	1,80	1	0007/0104/872/2
17/07/15	862417	1,80	1	0007/0104/872/3
17/07/15	862417	1,80	1	0007/0104/872/1
17/07/15	862759	3,65	1	0007/0104/865/2
17/07/15	863891	3,45	1	0008/0017/4210/1
17/07/15	865819	20,45	1	0008/0017/4189/1
17/07/15	873496	2,95	1	0007/0104/885/4
17/07/15	873496	2,95	1	0011/0109/3850/3
17/07/15	873496	2,95	1	0011/0109/3852/3
17/07/15	877230	3,05	1	0006/0017/6350/1
17/07/15	881619	7,95	1	0008/0017/4243/3/MD 3               0
17/07/15	881754	14,95	1	0007/0104/960/14
17/07/15	883028	12,95	1	0010/0087/9844/2
17/07/15	887566	12,90	1	0011/0109/3858/1
17/07/15	911289	1,95	1	0011/0109/3811/3
17/07/15	911297	1,95	1	0011/0109/3811/2
17/07/15	914456	8,95	1	0010/0087/9844/5
17/07/15	914456	8,95	1	0010/0087/9845/1
17/07/15	914456	8,95	1	0008/0017/4243/21/MD 3               0
17/07/15	930573	1,80	1	0011/0109/3861/9
17/07/15	937293	4,95	1	0010/0087/9853/1
17/07/15	937298	4,95	1	0007/0104/964/23
17/07/15	937298	4,95	1	0007/0104/964/14
17/07/15	941282	3,49	1	0008/0017/4205/1
17/07/15	941282	3,49	1	0008/0017/4247/5
17/07/15	941282	3,49	1	0008/0017/4247/6
17/07/15	951350	4,95	1	0009/0105/7780/1
17/07/15	957830	9,95	1	0007/0104/956/4
17/07/15	958490	3,95	1	0008/0017/4243/19/MD 3               0
17/07/15	958490	3,95	1	0008/0017/4243/17/MD 3               0
17/07/15	961488	60,95	1	0008/0017/4203/5
17/07/15	969716	3,95	1	0011/0109/3876/1
17/07/15	971068	19,95	1	0002/0027/1340/1
17/07/15	993130	3,55	1	0007/0104/865/6
17/07/15	999665	34,95	1	0011/0109/3883/9
17/07/15	1001324	9,95	1	0010/0087/9831/1
17/07/15	1012704	4,45	1	0007/0104/965/1/PR264457_1         0
17/07/15	1012704	4,45	1	0007/0104/965/2/PR264457_1         0
17/07/15	1012707	4,95	1	0006/0017/6346/1
17/07/15	1028112	0,70	3	0011/0109/3798/2/PR266041_2         0
17/07/15	1028112	0,70	3	0011/0109/3817/1/PR266041_2         0
17/07/15	1028112	0,79	1	0008/0017/4233/5
17/07/15	1028112	0,65	5	0010/0087/9852/6/PR266041_1         0
17/07/15	1028112	0,65	5	0010/0087/9852/3/PR266041_1         0
17/07/15	1028112	0,65	5	0010/0087/9852/4/PR266041_1         0
17/07/15	1028112	0,65	5	0010/0087/9852/5/PR266041_1         0
17/07/15	1059010	10,95	1	0008/0017/4199/4
17/07/15	1063534	39,95	1	0010/0087/9834/1
17/07/15	1070004	4,95	1	0007/0104/892/5
17/07/15	1099154	13,45	1	0008/0017/4219/1
17/07/15	1099154	13,45	1	0008/0017/4249/2
17/07/15	1099661	4,50	1	0011/0109/3885/2/PR246625_2         0
17/07/15	1099665	5,95	1	0007/0104/942/5
17/07/15	1100757	4,95	1	0011/0109/3833/1
17/07/15	1104022	9,95	1	0008/0017/4178/1
17/07/15	1104060	15,45	1	0007/0104/956/7
17/07/15	1120809	5,95	1	0010/0087/9856/24
17/07/15	1133782	20,45	1	0011/0109/3801/3
17/07/15	1178790	4,95	1	0008/0017/4250/2
17/07/15	1179425	5,95	1	0010/0087/9855/1
17/07/15	1189539	4,95	1	0011/0109/3840/9
17/07/15	1191840	3,32	1	0009/0105/7778/6/PR188505_1         0
17/07/15	1191841	3,95	1	0008/0017/4200/1
17/07/15	1191841	3,31	1	0010/0087/9829/5/PR188505_1         0
17/07/15	1191841	3,32	1	0009/0105/7778/5/PR188505_1         0
17/07/15	1191841	3,31	1	0009/0105/7778/4/PR188505_1         0
17/07/15	1191842	3,72	1	0011/0109/3805/6/PR188505_2         0
17/07/15	1191842	3,95	1	0008/0017/4211/3
17/07/15	1191842	3,32	1	0010/0087/9829/4/PR188505_1         0
17/07/15	1191842	3,31	1	0008/0017/4235/1/PR188505_1         0
17/07/15	1191842	3,32	1	0008/0017/4235/2/PR188505_1         0
17/07/15	1191842	3,32	1	0008/0017/4235/3/PR188505_1         0
17/07/15	1191843	3,95	1	0010/0087/9835/2
17/07/15	1191844	3,32	1	0010/0087/9829/10/PR188505_1         0
17/07/15	1191844	3,95	1	0010/0087/9833/2
17/07/15	1191846	3,72	1	0007/0104/867/2/PR188505_2         0
17/07/15	1191846	3,95	1	0008/0017/4219/2
17/07/15	1191846	3,31	1	0010/0087/9829/2/PR188505_1         0
17/07/15	1191878	3,80	1	0008/0017/4257/3/PR188505_1         0
17/07/15	1212741	99,95	1	0011/0109/3860/4
17/07/15	1213162	2,95	1	0007/0104/875/1
17/07/15	1213162	2,95	1	0008/0017/4258/2
17/07/15	1215431	9,95	-1	0001/0027/6769/1
17/07/15	1220733	5,95	1	0007/0104/955/1
17/07/15	1221245	2,95	1	0008/0017/4192/1
17/07/15	1221245	2,95	1	0007/0104/963/1
17/07/15	1221246	2,95	1	0007/0104/849/1
17/07/15	1221246	2,95	1	0010/0087/9843/1
17/07/15	1222567	36,95	1	0002/0027/1339/5
17/07/15	1224253	34,95	1	0008/0017/4255/1
17/07/15	1224984	3,95	1	0008/0017/4191/1
17/07/15	1224985	9,95	1	0008/0017/4256/5
17/07/15	1226115	1,29	1	0010/0087/9831/6
17/07/15	1226115	1,29	1	0010/0087/9833/1
17/07/15	1231394	5,95	1	0007/0104/944/2
17/07/15	1231394	5,95	1	0011/0109/3829/1
17/07/15	1231500	6,95	1	0008/0017/4232/1
17/07/15	1232162	0,60	1	0007/0104/960/20
17/07/15	1232162	0,60	1	0007/0104/960/13
17/07/15	1232840	1,95	1	0010/0087/9853/10
17/07/15	1232840	1,95	1	0010/0087/9853/11
17/07/15	1234914	20,45	1	0011/0109/3818/1/MD 1               0
17/07/15	1239373	6,95	1	0002/0027/1341/2
17/07/15	1242613	8,95	1	0010/0087/9831/5
17/07/15	1246864	1,80	3	0011/0109/3861/3
17/07/15	1246865	1,80	3	0011/0109/3861/2
17/07/15	1251194	10,95	1	0010/0087/9829/1
17/07/15	1254798	25,45	1	0010/0087/9844/1
17/07/15	1255219	5,95	1	0007/0104/853/3
17/07/15	1258241	4,95	1	0010/0087/9840/4
17/07/15	1258376	2,50	1	0010/0087/9840/3
17/07/15	1258376	2,50	1	0010/0087/9840/1
17/07/15	1258377	2,50	1	0008/0017/4172/1
17/07/15	1258378	2,50	1	0008/0017/4244/5
17/07/15	1258379	2,50	1	0007/0104/930/3
17/07/15	1258379	2,50	1	0007/0104/930/4
17/07/15	1258379	2,50	1	0007/0104/930/2
17/07/15	1258379	2,50	1	0007/0104/930/1
17/07/15	1258380	2,50	1	0010/0087/9837/1
17/07/15	1262758	3,95	1	0011/0109/3881/7
17/07/15	1262760	3,95	1	0007/0104/964/30
17/07/15	1262760	3,95	1	0007/0104/964/31
17/07/15	1262764	3,95	1	0007/0104/916/1
17/07/15	1262765	3,95	1	0011/0109/3881/6
17/07/15	1262766	3,95	1	0010/0087/9847/4
17/07/15	1263215	2,95	1	0008/0017/4207/5002/NEWTON
17/07/15	1272193	15,00	1	0007/0104/902/2/PR138589_1         0
17/07/15	1284013	1,99	1	0007/0104/905/1
17/07/15	1284013	1,99	1	0007/0104/905/6
17/07/15	1284013	1,99	5	0008/0017/4202/1
17/07/15	1284025	1,50	1	0011/0109/3861/1
17/07/15	1292796	19,45	1	0011/0109/3803/3
17/07/15	1293912	16,45	1	0011/0109/3811/1
17/07/15	1296193	2,95	1	0011/0109/3838/1
17/07/15	1296193	2,95	1	0011/0109/3838/2
17/07/15	1299388	8,95	1	0011/0109/3795/3
17/07/15	1299388	8,95	1	0011/0109/3795/1
17/07/15	1299779	19,95	1	0008/0017/4215/3
17/07/15	1310449	10,95	1	0008/0017/4184/1
17/07/15	1311306	10,95	1	0007/0104/847/1
17/07/15	1311306	10,95	-1	0001/0027/6746/1
17/07/15	1314780	5,95	1	0010/0087/9859/1
17/07/15	1314795	3,95	1	0007/0104/942/2
17/07/15	1314795	3,95	1	0007/0104/942/1
17/07/15	1319912	7,95	1	0002/0027/1339/2/PR203846_1         0
17/07/15	1319918	9,95	1	0006/0087/6355/22
17/07/15	1320261	1,75	1	0007/0104/933/2
17/07/15	1323236	5,95	1	0010/0087/9841/4
17/07/15	1323349	5,95	1	0010/0087/9841/3
17/07/15	1333792	6,98	1	0010/0087/9859/2/PR264671_1         0
17/07/15	1334864	9,95	1	0008/0017/4171/2
17/07/15	1334865	9,95	1	0008/0017/4215/2
17/07/15	1334866	4,95	1	0007/0104/859/1
17/07/15	1335270	44,95	1	0007/0104/920/1
17/07/15	1337182	2,95	1	0011/0109/3854/4
17/07/15	1337182	2,95	1	0007/0104/993/10
17/07/15	1338640	34,95	1	0007/0104/881/1/PR227092_1         0
17/07/15	1338640	34,95	1	0007/0104/881/2/PR227092_1         0
17/07/15	1339790	6,95	1	0008/0017/4223/2
17/07/15	1339790	6,95	1	0006/0087/6355/2
17/07/15	1340095	2,95	1	0011/0109/3799/3
17/07/15	1340095	2,95	3	0011/0109/3799/4
17/07/15	1340610	14,95	1	0008/0017/4222/3
17/07/15	1340614	4,05	1	0010/0087/9864/1
17/07/15	1342346	35,00	1	0011/0109/3792/1
17/07/15	1343251	4,77	1	0007/0104/892/4/PR227026_1         0
17/07/15	1343251	5,95	1	0010/0087/9832/9
17/07/15	1345253	8,95	1	0011/0109/3870/1
17/07/15	1345565	49,95	1	0011/0109/3799/5
17/07/15	1346213	4,95	1	0007/0104/951/2
17/07/15	1346222	9,95	1	0011/0109/3848/2
17/07/15	1347577	4,05	1	0006/0017/6350/2
17/07/15	1351320	5,95	1	0011/0109/3881/3
17/07/15	1355223	2,95	1	0008/0017/4247/4
17/07/15	1359527	3,95	1	0008/0017/4249/1
17/07/15	1359645	17,95	1	0011/0109/3785/11
17/07/15	1362520	3,95	-1	0001/0027/6748/1
17/07/15	1368208	9,23	1	0008/0017/4190/1/PR227652_1         0
17/07/15	1368208	9,23	1	0007/0104/939/4/PR227652_1         0
17/07/15	1368209	9,23	1	0006/0087/6355/4/PR227652_1         0
17/07/15	1368209	9,23	1	0011/0109/3832/3/PR227652_1         0
17/07/15	1377440	6,95	1	0008/0017/4179/2
17/07/15	1377441	6,95	1	0008/0017/4170/6
17/07/15	1377441	6,95	1	0008/0017/4244/6
17/07/15	1382678	20,45	1	0011/0109/3880/1
17/07/15	1386746	7,95	1	0008/0017/4262/3
17/07/15	1387823	6,95	1	0008/0017/4265/2
17/07/15	1391220	15,00	1	0007/0104/902/1/PR138589_1         0
17/07/15	1391566	3,32	1	0006/0087/6355/14/PR188505_1         0
17/07/15	1391566	3,31	1	0006/0087/6355/12/PR188505_1         0
17/07/15	1397647	3,50	3	0011/0109/3796/2
17/07/15	1399036	6,95	1	0007/0104/933/1
17/07/15	1399040	6,95	1	0008/0017/4175/2
17/07/15	1399040	6,95	1	0008/0017/4175/3
17/07/15	1411658	34,95	1	0007/0104/890/2
17/07/15	1414604	20,45	1	0007/0104/992/1
17/07/15	1425574	14,00	1	0011/0109/3808/1
17/07/15	1426689	4,95	1	0007/0104/964/12
17/07/15	1426689	4,95	1	0007/0104/964/22
17/07/15	1427289	15,95	1	0011/0109/3825/7
17/07/15	1427290	15,95	1	0011/0109/3825/8
17/07/15	1427290	15,95	1	0011/0109/3825/10
17/07/15	1427290	15,95	1	0011/0109/3825/11
17/07/15	1427290	15,95	1	0011/0109/3825/6
17/07/15	1427290	15,95	1	0011/0109/3825/9
17/07/15	1427290	15,95	1	0011/0109/3825/4
17/07/15	1427290	15,95	1	0011/0109/3825/5
17/07/15	1427290	15,95	1	0011/0109/3825/12
17/07/15	1428011	5,95	1	0007/0104/936/1
17/07/15	1431424	15,45	1	0007/0104/884/1
17/07/15	1431665	29,45	1	0008/0017/4245/8
17/07/15	1432187	79,95	1	0007/0104/937/2
17/07/15	1435696	2,65	4	0007/0104/912/1/PR258225_1         0
17/07/15	1437621	3,95	1	0011/0109/3805/9
17/07/15	1437622	3,95	1	0006/0087/6355/21
17/07/15	1437622	3,95	1	0010/0087/9836/5
17/07/15	1437628	3,95	1	0011/0109/3781/1
17/07/15	1437628	3,95	1	0011/0109/3805/5
17/07/15	1437777	9,95	1	0007/0104/988/2
17/07/15	1440323	15,00	1	0007/0104/871/2/PR264501_1         0
17/07/15	1440323	15,00	1	0007/0104/871/1/PR264501_1         0
17/07/15	1443792	15,45	1	0011/0109/3863/1
17/07/15	1445660	4,95	1	0007/0104/867/7/PR266792_1         0
17/07/15	1445665	5,95	1	0007/0104/867/5
17/07/15	1445667	4,95	1	0010/0087/9860/1/PR266792_1         0
17/07/15	1445673	4,95	1	0010/0087/9860/2/PR266792_1         0
17/07/15	1446242	4,95	1	0011/0109/3873/1
17/07/15	1446242	4,95	1	0010/0087/9854/2
17/07/15	1446370	9,95	1	0010/0087/9861/2
17/07/15	1447143	4,95	1	0007/0104/964/26
17/07/15	1447154	4,95	1	0007/0104/944/1
17/07/15	1448160	4,95	1	0008/0017/4222/2
17/07/15	1449312	12,95	1	0010/0087/9831/3
17/07/15	1450621	14,45	1	0007/0104/960/28
17/07/15	1450763	8,50	1	0007/0104/983/1/PR265121_1         0
17/07/15	1450764	9,95	1	0011/0109/3840/17
17/07/15	1450764	8,49	1	0007/0104/983/2/PR265121_1         0
17/07/15	1450765	8,49	1	0008/0017/4204/13/PR265121_1         0
17/07/15	1450766	9,95	1	0008/0017/4207/3
17/07/15	1451287	4,95	1	0010/0087/9827/6
17/07/15	1451295	4,95	1	0010/0087/9827/12
17/07/15	1458672	9,95	1	0008/0017/4186/2
17/07/15	1459091	3,95	1	0011/0109/3785/5
17/07/15	1462510	13,45	1	0011/0109/3784/1
17/07/15	1462510	13,45	1	0007/0104/950/1
17/07/15	1463414	4,00	1	0007/0104/927/6
17/07/15	1464037	6,95	1	0010/0087/9849/1
17/07/15	1464880	29,95	1	0011/0109/3841/1
17/07/15	1464880	29,95	1	0011/0109/3853/1
17/07/15	1465259	7,95	1	0002/0027/1339/3/PR203846_1         0
17/07/15	1468075	9,95	-1	0001/0027/6761/1
17/07/15	1468076	8,50	1	0008/0017/4204/9/PR265121_1         0
17/07/15	1468076	9,95	1	0008/0017/4251/1
17/07/15	1468077	9,95	1	0008/0017/4256/10
17/07/15	1468333	3,95	1	0007/0104/853/4
17/07/15	1469626	7,95	1	0007/0104/904/3
17/07/15	1471108	13,45	1	0011/0109/3777/2
17/07/15	1471711	15,45	1	0007/0104/925/2
17/07/15	1472474	3,95	1	0007/0104/853/5
17/07/15	1472786	12,95	1	0011/0109/3780/1
17/07/15	1472788	12,95	1	0007/0104/857/1
17/07/15	1473463	9,95	1	0008/0017/4232/2
17/07/15	1478484	0,81	1	0010/0087/9832/6/PR198568_1         0
17/07/15	1478485	0,81	1	0010/0087/9832/12/PR198568_1         0
17/07/15	1478489	0,38	1	0010/0087/9832/4/PR198568_1         0
17/07/15	1478535	14,95	1	0008/0017/4240/3
17/07/15	1478666	14,95	1	0008/0017/4240/1
17/07/15	1479056	0,80	1	0010/0087/9832/5/PR198568_1         0
17/07/15	1480876	1,85	1	0007/0104/913/1
17/07/15	1480876	1,85	1	0007/0104/913/7
17/07/15	1480876	1,85	1	0007/0104/913/3
17/07/15	1480877	2,00	1	0007/0104/905/2
17/07/15	1480877	2,00	1	0007/0104/905/3
17/07/15	1480877	2,00	1	0007/0104/905/5
17/07/15	1480877	2,00	1	0007/0104/905/4
17/07/15	1484803	1,15	1	0007/0104/892/1
17/07/15	1484804	1,15	1	0007/0104/916/2
17/07/15	1484805	1,15	1	0007/0104/918/1
17/07/15	1484805	1,15	1	0011/0109/3826/1
17/07/15	1484805	1,15	1	0011/0109/3872/2
17/07/15	1487591	12,95	1	0011/0109/3863/3
17/07/15	1491241	3,95	1	0007/0104/885/2
17/07/15	1491241	3,95	1	0008/0017/4176/4
17/07/15	1491241	3,95	1	0011/0109/3865/2
17/07/15	1491871	19,95	1	0007/0104/882/1
17/07/15	1492558	4,95	1	0010/0087/9856/7
17/07/15	1494395	0,95	1	0007/0104/915/1
17/07/15	1494397	0,95	1	0007/0104/915/2
17/07/15	1495269	13,45	-1	0001/0027/6756/1
17/07/15	1495506	2,95	1	0007/0104/882/2
17/07/15	1502885	5,95	1	0007/0104/934/1
17/07/15	1503481	14,95	1	0007/0104/963/2
17/07/15	1505928	3,95	1	0007/0104/888/1
17/07/15	1507409	3,95	1	0008/0017/4217/3
17/07/15	1507411	3,95	1	0010/0087/9853/8
17/07/15	1507412	3,95	1	0011/0109/3840/16
17/07/15	1507412	3,95	1	0010/0087/9836/7
17/07/15	1507660	16,45	1	0008/0017/4210/16
17/07/15	1507888	10,95	1	0010/0087/9854/1
17/07/15	1507897	4,95	1	0008/0017/4210/14
17/07/15	1507897	4,95	1	0008/0017/4210/12
17/07/15	1507897	4,95	1	0008/0017/4210/13
17/07/15	1507897	4,95	1	0008/0017/4210/7
17/07/15	1507900	4,95	1	0011/0109/3807/9
17/07/15	1508192	9,95	1	0011/0109/3820/1
17/07/15	1508405	3,98	1	0011/0109/3881/29/PR264182_1         0
17/07/15	1508681	2,45	1	0006/0017/6348/1
17/07/15	1508681	2,45	1	0010/0087/9830/1
17/07/15	1509078	9,23	1	0007/0104/939/2/PR227652_1         0
17/07/15	1509078	9,22	1	0006/0087/6355/20/PR227652_1         0
17/07/15	1509078	10,95	1	0011/0109/3832/2
17/07/15	1509407	2,95	1	0007/0104/967/1
17/07/15	1510356	8,95	1	0006/0087/6355/11
17/07/15	1512284	10,00	1	0008/0017/4242/1
17/07/15	1513417	3,95	1	0011/0109/3850/1
17/07/15	1515234	7,00	1	0007/0104/964/9
17/07/15	1515234	7,00	1	0007/0104/964/21
17/07/15	1521811	6,95	1	0010/0087/9861/3
17/07/15	1521971	8,95	1	0011/0109/3797/1
17/07/15	1521971	8,95	1	0010/0087/9831/2
17/07/15	1524950	2,50	1	0010/0087/9840/2
17/07/15	1528455	0,70	1	0010/0087/9832/1
17/07/15	1543941	4,50	1	0011/0109/3885/1/PR246625_2         0
17/07/15	1546601	13,95	1	0011/0109/3803/5
17/07/15	1546601	13,95	1	0011/0109/3803/4
17/07/15	1547824	2,95	1	0011/0109/3860/2
17/07/15	1551165	4,95	1	0007/0104/928/1
17/07/15	1551206	4,95	1	0007/0104/946/3
17/07/15	1555624	14,95	1	0007/0104/877/1
17/07/15	1559057	5,00	1	0008/0017/4214/1
17/07/15	1563449	1,50	5	0007/0104/925/1
17/07/15	1568141	5,95	1	0007/0104/990/2
17/07/15	1568141	5,95	1	0007/0104/990/1
17/07/15	1569316	2,99	2	0011/0109/3796/3
17/07/15	1570372	4,95	1	0008/0017/4176/3
17/07/15	1570373	4,95	1	0008/0017/4211/4
17/07/15	1576475	3,95	1	0007/0104/901/4
17/07/15	1579358	3,95	1	0008/0017/4217/4
17/07/15	1579360	3,95	1	0010/0087/9853/4
17/07/15	1589843	9,95	1	0010/0087/9842/1
17/07/15	1589843	9,95	1	0010/0087/9842/2
17/07/15	1592329	6,95	1	0011/0109/3816/1
17/07/15	1593166	10,95	1	0008/0017/4246/1
17/07/15	1595815	3,32	1	0010/0087/9829/8/PR188505_1         0
17/07/15	1595819	3,73	1	0007/0104/867/1/PR188505_2         0
17/07/15	1595819	3,32	1	0010/0087/9829/3/PR188505_1         0
17/07/15	1597861	4,95	1	0011/0109/3831/1
17/07/15	1599190	4,95	1	0010/0087/9835/3
17/07/15	1599479	6,95	1	0008/0017/4185/3
17/07/15	1604292	15,45	1	0008/0017/4175/4
17/07/15	1606467	3,50	1	0008/0017/4258/1
17/07/15	1606467	3,50	1	0008/0017/4263/6
17/07/15	1607271	4,95	1	0008/0017/4247/1
17/07/15	1607595	4,95	1	0007/0104/887/2
17/07/15	1607597	4,95	1	0008/0017/4190/8
17/07/15	1607601	4,45	1	0007/0104/921/7/PR264456_1         0
17/07/15	1607611	4,45	1	0007/0104/921/5/PR264456_1         0
17/07/15	1607614	4,45	1	0011/0109/3819/2/PR264456_1         0
17/07/15	1607614	4,45	1	0007/0104/964/36/PR264456_1         0
17/07/15	1607614	4,45	1	0007/0104/964/35/PR264456_1         0
17/07/15	1607619	4,45	1	0007/0104/921/4/PR264456_1         0
17/07/15	1607623	4,45	1	0007/0104/921/2/PR264456_1         0
17/07/15	1607627	4,95	-1	0001/0027/6740/1
17/07/15	1607654	4,95	1	0008/0017/4237/1
17/07/15	1607655	4,45	1	0011/0109/3819/1/PR264456_1         0
17/07/15	1610415	19,95	1	0008/0017/4245/16
17/07/15	1611824	19,95	1	0008/0017/4254/2
17/07/15	1613981	9,95	1	0011/0109/3883/4
17/07/15	1613986	9,95	1	0008/0017/4259/8
17/07/15	1614111	9,95	1	0008/0017/4186/1
17/07/15	1614553	3,25	1	0011/0109/3845/3/PR266751_1         0
17/07/15	1615349	6,95	1	0008/0017/4171/1
17/07/15	1615532	9,95	1	0007/0104/942/4
17/07/15	1615736	3,25	1	0011/0109/3805/8/PR266737_1         0
17/07/15	1615739	3,25	1	0011/0109/3881/9/PR266737_1         0
17/07/15	1615946	4,45	1	0007/0104/916/6/PR190742_1         0
17/07/15	1615949	4,95	1	0007/0104/972/1
17/07/15	1616264	35,95	1	0007/0104/949/4
17/07/15	1616577	1,95	1	0011/0109/3873/4
17/07/15	1618348	1,95	1	0008/0017/4196/2
17/07/15	1618349	1,95	1	0007/0104/993/7
17/07/15	1618884	40,95	1	0007/0104/988/1
17/07/15	1619571	12,95	1	0011/0109/3875/2
17/07/15	1619623	35,95	1	0011/0109/3814/1
17/07/15	1619645	9,95	1	0010/0087/9863/1
17/07/15	1619663	7,95	1	0008/0017/4254/1
17/07/15	1620152	19,95	1	0007/0104/960/3
17/07/15	1620939	13,45	1	0011/0109/3825/2
17/07/15	1620939	13,45	1	0011/0109/3825/3
17/07/15	1620939	13,45	1	0011/0109/3825/1
17/07/15	1621387	2,95	1	0007/0104/949/3
17/07/15	1621387	2,95	1	0008/0017/4260/8
17/07/15	1621391	2,95	1	0007/0104/949/2
17/07/15	1621501	29,95	1	0007/0104/960/4
17/07/15	1622406	3,95	1	0008/0017/4233/4
17/07/15	1622422	5,00	1	0008/0017/4233/3
17/07/15	1623886	9,95	1	0011/0109/3790/3
17/07/15	1623960	2,47	1	0007/0104/863/2/PR228565_1         0
17/07/15	1623960	2,48	1	0007/0104/863/1/PR228565_1         0
17/07/15	1623960	2,47	1	0008/0017/4190/6/PR228565_1         0
17/07/15	1623961	2,48	1	0008/0017/4190/5/PR228565_1         0
17/07/15	1623961	2,47	1	0007/0104/948/4/PR228565_1         0
17/07/15	1623961	2,48	1	0007/0104/948/3/PR228565_1         0
17/07/15	1623964	5,95	1	0011/0109/3822/2
17/07/15	1624928	7,95	1	0007/0104/889/5/PR269026_1         0
17/07/15	1624929	7,95	1	0007/0104/889/4/PR269026_1         0
17/07/15	1624935	9,95	1	0009/0105/7776/3
17/07/15	1625216	15,95	1	0007/0104/946/8
17/07/15	1625439	2,95	1	0009/0105/7776/6
17/07/15	1626548	19,95	1	0006/0087/6355/6
17/07/15	1626548	19,95	1	0011/0109/3837/6
17/07/15	1627920	5,95	1	0007/0104/950/2
17/07/15	1629664	9,95	1	0008/0017/4201/3
17/07/15	1629665	7,95	1	0007/0104/960/1/PR192369_1         0
17/07/15	1629665	7,95	1	0007/0104/960/2/PR192369_1         0
17/07/15	1629901	5,95	1	0011/0109/3860/3
17/07/15	1630340	9,95	1	0011/0109/3785/13
17/07/15	1631904	16,45	1	0007/0104/980/1
17/07/15	1633845	14,95	1	0011/0109/3827/1
17/07/15	1634958	19,95	1	0011/0109/3803/2
17/07/15	1634960	19,95	1	0011/0109/3803/1
17/07/15	1639638	9,95	1	0009/0105/7776/5
17/07/15	1640290	10,95	1	0011/0109/3784/8
17/07/15	1640980	15,45	1	0011/0109/3878/1
17/07/15	1640981	15,45	1	0011/0109/3829/2
17/07/15	1641070	11,95	1	0007/0104/964/6
17/07/15	1641342	9,95	1	0007/0104/964/4
17/07/15	1641342	9,95	1	0010/0087/9844/4
17/07/15	1641347	45,95	1	0011/0109/3883/10
17/07/15	1643191	3,95	1	0007/0104/904/1
17/07/15	1643645	30,95	1	0011/0109/3842/1
17/07/15	1649188	22,95	1	0011/0109/3791/6
17/07/15	1649188	22,95	1	0011/0109/3798/3
17/07/15	1651950	34,95	1	0007/0104/956/5
17/07/15	1654324	69,95	1	0008/0017/4205/2
17/07/15	1655219	5,95	1	0008/0017/4209/2
17/07/15	1655222	5,95	1	0011/0109/3884/2
17/07/15	1655631	7,95	1	0007/0104/985/1
17/07/15	1656997	19,95	1	0007/0104/924/1
17/07/15	1657083	10,95	1	0006/0087/6355/3
17/07/15	1657085	2,95	1	0008/0017/4210/10
17/07/15	1657085	2,95	1	0008/0017/4210/8
17/07/15	1657085	2,95	1	0008/0017/4210/15
17/07/15	1657085	2,95	1	0008/0017/4210/9
17/07/15	1657085	2,95	1	0008/0017/4210/11
17/07/15	1657088	10,95	1	0011/0109/3785/14
17/07/15	1657088	9,22	1	0011/0109/3791/2/PR227652_1         0
17/07/15	1657088	9,22	1	0008/0017/4190/2/PR227652_1         0
17/07/15	1657146	9,95	1	0011/0109/3840/15
17/07/15	1657147	9,95	1	0008/0017/4244/1
17/07/15	1657406	3,95	1	0007/0104/991/1
17/07/15	1658208	9,95	1	0002/0027/1341/3
17/07/15	1658208	9,95	1	0009/0105/7779/1
17/07/15	1658783	20,45	1	0011/0109/3864/2
17/07/15	1659019	14,95	1	0007/0104/883/1
17/07/15	1659942	14,98	1	0008/0017/4217/1/PR244002_1         0
17/07/15	1660184	3,95	1	0011/0109/3871/6
17/07/15	1661253	4,95	1	0007/0104/927/5
17/07/15	1668236	1,05	1	0011/0109/3861/5
17/07/15	1668236	1,05	1	0011/0109/3861/10
17/07/15	1668353	1,75	1	0011/0109/3826/4
17/07/15	1668356	1,75	1	0008/0017/4230/8
17/07/15	1668356	1,75	1	0008/0017/4253/1
17/07/15	1668357	1,75	4	0011/0109/3826/3
17/07/15	1668357	1,75	1	0002/0027/1341/4
17/07/15	1668357	1,75	1	0008/0017/4253/2
17/07/15	1668359	1,75	1	0008/0017/4230/9
17/07/15	1669204	1,15	1	0007/0104/867/4
17/07/15	1669204	1,15	1	0007/0104/898/3
17/07/15	1669204	1,15	1	0007/0104/898/2
17/07/15	1669204	1,15	1	0007/0104/959/2
17/07/15	1669204	1,15	1	0007/0104/959/3
17/07/15	1669204	1,15	1	0010/0087/9827/16
17/07/15	1669204	1,15	1	0011/0109/3872/1
17/07/15	1673117	89,95	1	0011/0109/3831/2
17/07/15	1678913	4,95	5	0007/0104/858/2
17/07/15	1681503	4,95	1	0011/0109/3840/13
17/07/15	1681550	2,95	1	0011/0109/3830/1
17/07/15	1681550	2,95	1	0010/0087/9849/3
17/07/15	1681552	2,95	1	0007/0104/851/4
17/07/15	1681552	2,95	1	0007/0104/889/11
17/07/15	1681552	2,95	1	0007/0104/900/4
17/07/15	1681553	2,95	1	0007/0104/889/13
17/07/15	1681553	2,95	1	0007/0104/889/12
17/07/15	1688105	4,95	1	0011/0109/3840/11
17/07/15	1689382	3,95	1	0011/0109/3804/2
17/07/15	1689382	3,95	1	0006/0087/6355/24
17/07/15	1689382	3,72	1	0007/0104/969/2/PR265225_2         0
17/07/15	1689382	3,73	1	0007/0104/969/1/PR265225_2         0
17/07/15	1689382	3,95	1	0008/0017/4243/23/MD 3               0
